beta_0,beta_1,beta_2
6.0826045552891657,0.21956834411104528,0.018185827245752895
6.1482884407394121,0.2174546268084605,0.017540034016872961
6.1108569225433378,0.21910842432908109,0.017835635174810755
6.0967863518026384,0.21830865101533681,0.018114123890193241
6.040418245007789,0.22166508884504615,0.018430103945897343
6.0778291173975427,0.21996809787940416,0.018215867131829565
6.1176291975954102,0.21756209249436528,0.01794749230679174
6.0551464986206929,0.22323393384046936,0.017977222718656906
6.1215828425181913,0.21536413924837444,0.018660616480542375
6.10932897734466,0.21637643409279025,0.018240799614594322
6.1432067227758944,0.21570817830508143,0.017734338214156223
6.060794192637017,0.21965004437077185,0.018447687893126456
6.0981589468613402,0.21926279930066958,0.01773289954545142
6.0383239704042717,0.22005793517966762,0.018868636275796956
6.0871147680488855,0.21802221271071284,0.018306257307396344
6.0764114031063494,0.21938001606822116,0.018300429394483769
6.0973378731592458,0.21795976699748276,0.018107268643275939
6.0663564672153152,0.22137051768900098,0.018278493344639574
6.0818362186450337,0.22051666282344501,0.018103068335426409
6.129945503031915,0.21599428555271147,0.017896123688733827
6.0712947719182466,0.21810016500854662,0.018461282288283986
6.0318645297938644,0.22275400159058739,0.018616039690247044
6.1138047858411513,0.21965143065409196,0.01753942551877374
6.0756220653734152,0.22005316841609868,0.018167350862740066
6.0470258977203626,0.22189787872969793,0.018229372464735421
6.0878632438731426,0.21826817621826336,0.018222877989373769
6.0777272600026171,0.22093922141226607,0.018168294541868836
6.028267428260051,0.22188994909733328,0.018561257224261971
6.1174125521202312,0.21998107257619695,0.017523939061689343
6.0568118029759308,0.22203130116511879,0.018238074062621613
6.0875150173066794,0.21719505588431792,0.018498586138808632
6.0343884274267801,0.22028905904999949,0.018962627863694213
6.0894850205599873,0.21736044663138548,0.018408536893308174
6.0808723359962507,0.21992678287470527,0.018195027408487472
6.0712016352810441,0.22056064921483351,0.018295501607583722
6.1304276631215551,0.21630591831355347,0.017922280834086351
6.1192852831519406,0.2166291881248395,0.01801224553387051
6.0665830849421498,0.22056795593670844,0.018187296287974102
6.0524082732107987,0.22141825784681476,0.018308633741559895
6.0991049329042806,0.21810720437627773,0.018192536407169356
5.9889907717958932,0.22425231957420674,0.018912443970174199
6.1305178777290497,0.2179046663633683,0.017441962651719524
6.0873918314859479,0.21690668621932155,0.018592765345278619
6.0359923395855439,0.22406211824435016,0.018008264889327493
6.0872517131917201,0.21960241496959543,0.017844788724444467
6.0695577545822408,0.22073862561824245,0.018321975397140949
6.0920237461119102,0.22060505409676265,0.017862941180535521
6.0337169104652277,0.22222101648715034,0.01843911129980556
6.0636555404520216,0.2186596236168743,0.018724611061282984
6.0411880652310108,0.22195338431542341,0.018573881310302444
6.0393820078296843,0.22062578566197605,0.018707844392996338
6.0453514311540726,0.22217352385847502,0.018293275950449328
6.0337119014066607,0.22233479634208406,0.018491350119099109
6.0463102330552063,0.22239683623182005,0.018416447267695913
6.1497337385552626,0.21670124670873442,0.017361512407613723
6.0674479731094486,0.22100819429811924,0.018005564807598715
6.0888056507958215,0.21913057809863898,0.018235869507916294
6.0579668375176423,0.22038897157867851,0.018421780439214608
6.0875220381648649,0.22056105439816182,0.017782297288707841
6.0738133412081359,0.21945859831142842,0.018461085576360451
6.1250391250821723,0.21678091903914601,0.018057601499997428
6.0643282214104266,0.22001659843043064,0.018657816681669673
6.0669092048785531,0.223194592066463,0.01804601807377448
6.080576752144677,0.22024749553911349,0.018158299866056164
6.094625526983239,0.21732774054444395,0.018428793120619923
6.0686024414440585,0.22098124385078019,0.018232447667005824
6.1262648254330578,0.22054425481260168,0.017236004459282715
6.0559722463665011,0.22073012701455363,0.018248917352164811
6.1008825288338135,0.21818978782295087,0.017879972826069873
6.0573244241283808,0.22118229104123246,0.018131520158298144
6.0725357317802633,0.22003817359383404,0.018364601720584534
6.0907933806973489,0.21661417452547613,0.018482071530850581
6.0682401780885602,0.2210508866484879,0.018171269580418457
6.0903691081197291,0.21909771839900802,0.018182147398771695
6.0809850340700473,0.22017950932128671,0.018048765398145081
6.0690030930371339,0.22026356153510826,0.018202325330645485
6.0673956946068355,0.21911013700581211,0.018490667459525975
6.0509834063062078,0.22083709594032561,0.018420028711597383
6.0544194547174062,0.22057084692193923,0.018396605282896467
6.0963942632776975,0.21996760093633597,0.017876625957434437
6.1156844536829658,0.21910449140231877,0.017685036340534931
6.053570024572422,0.22240551211187018,0.018084956602621237
6.0815777330679399,0.22073083371183613,0.017964928974818096
6.0245506862252984,0.22253582075789069,0.018591856134573596
6.0500946719020403,0.22210774688856053,0.018236721422990234
6.1452700220948824,0.21573864353934402,0.01788741110401686
6.019322463712899,0.22267498752679085,0.018880146358206361
6.1006881185138093,0.21881459010720231,0.01798623583647798
6.0799963755992197,0.21852561684186989,0.018420313547790394
6.094785439506988,0.21920810436874988,0.018120053074330261
6.0352542704040468,0.22098447260091938,0.018696656831145051
6.0760358882730312,0.22063867417167937,0.018189707425892907
6.0864969520195995,0.21684840331899952,0.018707718993082604
6.1089076601453138,0.21564099073961551,0.01845909739152948
6.062016647093996,0.2230495154890019,0.017904518510073266
6.161451370160405,0.21557021712347837,0.017528388962108434
6.0453928182460128,0.22389808493877889,0.017839907027694751
6.0998445796692602,0.21916761947281194,0.017838408043775622
6.0854986741837456,0.21942349308140746,0.018221190229443039
6.0343572482449259,0.2240774581429576,0.018208432806628379
